"Venue","Review Rating","Sentence","ContextIndependence","FactoidType"
,,"While I wore one of my chic black dresses, the staff was dressed better.",FALSE,"(none)"
,,"T___T",FALSE,"(none)"
,,"My date and I ordered the ""Omakase"", a lovely Japanese word that means ""We're going to keep bringing you courses of food until you have to struggle to consume it all, to the point where your body might feel physical pain.""",FALSE,"(none)"
,,"I was excited to try all the dishes because I could tell that this was a daring experience.",FALSE,"(none)"
,,"Clue 1: when my date had said he was allergic to shrimp, the waitress tried to push the boundaries by asking ""how allergic are you?"" to see how much they could get away with.",FALSE,"fact :: practical"
,,"The food arrived beautifully plated.",TRUE,"judgement :: positive"
,,"It took every ounce of effort in my body to not pull out my phone to be one of those ""asians taking pictures of food."" I really enjoyed the first few courses, but was struggling towards the end.",FALSE,"judgement :: positive"
,,"Don't get me wrong, it was all delicious, but it took effort to force myself to eat every bite of my food...I was NOT going to let my $140 meal go to waste.",FALSE,"judgement :: positive"
,,"Overall, everything was delicious and I think it was well worth the experience.",FALSE,"judgement :: positive"
,,"But for $140 per person, I do think you can get better.",FALSE,"judgement"
,,"TIP: My date said that the Nobu in Tribeca was not as beautifully decorated and did not ooze trendy coolness, but the food was noticeably better.",TRUE,"judgement"
,,"If i ever get the pleasure of going to Nobu again, i will try the one downtown.",FALSE,"(none)"
,,"What an incredible restaurant.",TRUE,"judgement :: positive"
,,"Most recently walked in at 6:15pm on a Saturday w/o a reservation and easily got seats at the sushi bar upstairs.",FALSE,"fact :: practical"
,,"Everything we had was terrific:",FALSE,"judgement :: positive"
,,"yellowtail sashimi w/ jalapeno",FALSE,"(none)"
"#Levain Bakery",1.00,"spinach salad w/ truffle dressing",FALSE,"(none)"
,,"mushroom pot (amazing!!)",TRUE,"judgement :: positive"
,,"octopus carpaccio",FALSE,"fact :: practical"
"#Levain Bakery",1.00,"sea bass (even better than Tao's signature one) w/ eggplant",FALSE,"fact :: practical"
,,"sea urchin, tuna and salmon sushi",FALSE,"fact :: practical"
,,"flourless chocolate cake + green tea gelato in the bento box",FALSE,"fact :: practical"
,,"And impeccable service -- never did a dirty plate sit for more than 60 seconds!",FALSE,"judgement :: positive"
,,"Hint: ask for the off-menu lychee martini.",TRUE,"fact :: practical :: advice"
,,"This was not the best experience I've had at Nobu 57.",FALSE,"judgement :: negative"
,,"I have been to this location a few times before and joined someone who's office is nearby for lunch.",FALSE,"(none)"
,,"All was well until it came time for the main course.",FALSE,"(none)"
,,"We waited and waited and finally the waitress came over to apologize about the delay, mentioning that a large group was slowing the kitchen down.",FALSE,"(none)"
,,"I understand these things happen and she was nice about it, even offering edamame while we waited.",FALSE,"judgement :: positive"
,,"Still quite a long wait.",FALSE,"judgement :: negative"
,,"When the food arrived, everything was good, except for the O'Toro we ordered.",FALSE,"judgement"
,,"I would call it a decent Tuna but in no way was it Toro and definitely not O'Toro.",FALSE,"judgement"
,,"Nevertheless, they still charged $84.00 for 6 pieces of Tuna.",FALSE,"fact :: practical"
,,"I felt cheated.",FALSE,"(none)"
,,"Special features: fit for foodies, good for groups, special occasion, great for lunch, neighborhood gem, hot spot",TRUE,"fact :: practical"
,,"I was taken to Nobu 57 by a house guest.",FALSE,"(none)"
,,"This is the dreariest restaurant in Manhattan - all dark wood, low lighting, and reed space dividers.",TRUE,"judgement :: negative"
"#Graham Avenue Meats And Deli",0.80,"Needs a major renovation - so tired.",FALSE,"judgement :: negative"
,,"I guess some think it is ""understated"" - it is just drab.",FALSE,"judgement :: negative"
,,"It is not outrageously expensive, but at their prices and with their reputation, I had expected something more.",FALSE,"judgement"
,,"The mushroom soup was boring (not one of their famous specialties).",TRUE,"judgement :: negative"
,,"The fabled blackened cod had a creepy texture.",TRUE,"judgement :: negative"
,,"The rock shrimp tempura was good.",TRUE,"judgement :: positive"
"#Graham Avenue Meats And Deli",0.60,"The bizarre dessert of green tea ice cream and chocolate mousse was another disappointment.",TRUE,"judgement :: negative"
,,"Service was professional and efficient.",TRUE,"judgement :: positive"
,,"The steep stairs are a challenge, There is a ""secret"" elevator to get down.",TRUE,"judgement :: positive"
,,"I don't really care for Japanese fusion and usually prefer more traditional sushi restaurants.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"Honestly I would have never picked this place and the prices are extremely expensive for the amount of food we had.",FALSE,"judgement :: negative"
,,"We pretty much left hungry after spending over $100 per person!",FALSE,"judgement :: negative"
"#Graham Avenue Meats And Deli",0.80,"But despite that, I have to say that they really do have an excellent selection of sashimi/sushi here.",FALSE,"judgement :: positive"
,,"I tried a lot of fish that is rarely/never available at other sushi restaurants.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"We also had the tuna, salmon, and scallop ""New Style"" sashimis, all of which were distinctly complex in flavor.",FALSE,"fact :: practical"
,,"They were definitely the highlights of our meal.",FALSE,"judgement :: positive"
,,"The Yellowtail sashimi w/ jalapeno and lobster ceviche were also really good.",FALSE,"judgement :: positive"
,,"The rolls we ordered were not memorable at all and none of the main dishes were anything special.",FALSE,"judgement :: negative"
,,"Service was excellent, our waiter checked up on us multiple times throughout the meal and was pretty much available whenever we needed something.",FALSE,"judgement :: positive"
,,"I hated the ambience; the dining room is a huge open area, dimly lit with tables all pretty close together.",FALSE,"judgement :: negative"
,,"I'm glad I got to dine at Nobu, but that was definitely my first and last time at any of their restaurants.",FALSE,"(none)"
,,"It's not worth the hype and definitely way overrated!",TRUE,"judgement :: negative"
,,"I love Nobu, I have been to their other locations in Vegas, NYC, and LA.",FALSE,"(none)"
,,"This place is right up to their high standards.",TRUE,"judgement :: positive"
,,"I arrived 45 minutes late for my reservation, I did let them know I was running late, and they were still able to accommodate me.",FALSE,"fact :: practical"
,,"As usual my go to items are no different than anyone else's so I'll just say get the Black Cod with Miso and the Rock Shrimp with Creamy Spicy Sauce if nothing else.",FALSE,"fact :: practical :: advice"
,,"They are truly outstanding items that I have not seen properly imitated anywhere else.",FALSE,"judgement :: positive"
,,"Best restaurant of its kind.",TRUE,"judgement :: positive"
,,"Amazing friendly service, incredible menu, (including drinks), decor and ambiance was also exquisite.",TRUE,"judgement :: positive"
,,"I am not a fan of sushi, but my girlfriend is and I was blown away by this restaurant.",FALSE,"judgement :: positive"
,,"It is very expensive, however, what I felt we paid for was an experience created by a genius and it was well worth it.",FALSE,"judgement :: positive"
,,"CANNOLIS.",FALSE,"(none)"
,,"I don't know if they make them there, but it's gotten to the point where neither I nor my roommate can walk by Caputo's and not stop in to pick up a couple $1 cannolis.",FALSE,"(none)"
,,"It's become an obsession.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",0.60,"They are out-fucking-rageous.",FALSE,"judgement :: positive"
,,"Also, the cured meats.",FALSE,"fact :: practical"
,,"This place is one block from where I live.",FALSE,"(none)"
,,"It's decimating my wallet.",FALSE,"(none)"
,,"I don't care.",FALSE,"(none)"
"#Graham Avenue Meats And Deli",1.00,"It. is. amazing.",FALSE,"judgement :: positive"
,,"Advice: If you go on a Sunday, ask them to go in the back and get you a fresh ball of Buffalo mozzarella.",TRUE,"fact :: practical :: advice"
,,"Make sure you get it dunked in saltwater.",FALSE,"fact :: practical :: advice"
,,"Good god, they are amazing.",FALSE,"judgement :: positive"
,,"The roasted red peppers are highly recommended, too.",TRUE,"judgement :: positive"
"#Graham Avenue Meats And Deli",0.80,"Actually, everything is recommended.",TRUE,"judgement :: positive"
,,"It's not pricey for the quality...I'd easily/happily pay twice as much.",TRUE,"judgement :: positive"
"#Graham Avenue Meats And Deli",0.80,"Part of my Carroll Gardens/Cobble Hill foodie trifecta.",FALSE,"(none)"
,,"I always try to hit up Caputo's on my pilgrimages to Los Paisanos and Shelsky's.",FALSE,"(none)"
,,"Caputo's is an old time store with a bit of the look and feel of the lost and lamented Sixth Avenue Balducci's.",TRUE,"fact :: trivia"
,,"Most sing the praises of the mozzarella, which is fine, but I plump for the grilled artichokes and prosciutto.",FALSE,"judgement :: positive"
,,"Pesto sauce in the refrigerated case is killer.",TRUE,"judgement :: positive"
"#Graham Avenue Meats And Deli",1.00,"As good as their mozz is, I'd rather have the mozarella di bufala.",FALSE,"judgement :: positive"
,,"The plump semi-dried figs are well worth a try.",TRUE,"fact :: practical :: advice"
,,"The freezer case holds ravioli, tortellini and four varieties of my favorite, tortelloni.",FALSE,"fact :: practical"
,,"On a recent visit the olive display could have used an upgrade, but I won't deduct a star.",FALSE,"(none)"
,,"New York needs to hang on to stores like this one.",FALSE,"(none)"
,,"Please support it.",FALSE,"(none)"
,,"So delicious!",FALSE,"judgement :: positive"
,,"I used to live in Carroll Gardens and went there all the time.",FALSE,"(none)"
"#12 Corners",1.00,"All their food is delicious and fresh.",TRUE,"judgement :: positive"
"#12 Corners",1.00,"Their stuff is all homemade with lots of love.",TRUE,"judgement :: positive"
,,"Buy the pesto and some of their fresh pasta!",TRUE,"fact :: practical :: advice"
,,"Also their vodka sauce is to die for!",FALSE,"judgement :: positive"
,,"YUM!",FALSE,"judgement :: positive"
,,"Salted mozzarella.",FALSE,"fact :: practical"
,,"The best.",FALSE,"judgement :: positive"
,,"After Manganaros started putting theirs in the fridge (then closing entirely) and Tedone's full fat and then some went away, (not sure if they had/needed refrigeration there) this place is my go-to.",FALSE,"(none)"
"#12 Corners",0.80,"I had to find somewhere 'new.'",FALSE,"(none)"
,,"If you can avoid putting it in the fridge, do.",FALSE,"(none)"
,,"Night and day difference.",FALSE,"(none)"
,,"I'm obsessed with the cannoli's and can't help but stop in to get a few as I'm walking home.",FALSE,"(none)"
,,"Everybody here is extremely friendly and I love their fresh homemade pasta as well.",FALSE,"judgement :: positive"
,,"Delicious homemade pasta.",TRUE,"judgement :: positive"
,,"Love their ravioli.",TRUE,"judgement :: positive"
,,"Eggplant parm is super.",TRUE,"judgement :: positive"
,,"And if you're craving lupini beans, they have 'em.",FALSE,"fact :: practical :: advice"
"#12 Corners",1.00,"There's no question that this place deserves its 5-star rating.",TRUE,"judgement :: positive"
,,"I've tried a lot of fresh mozzarella in the 5 boroughs, and this is hands down the best.",FALSE,"judgement :: positive"
,,"But so is the fresh pasta, the olives, the grilled vegetables, fresh sauces ...",FALSE,"judgement :: positive"
,,"Whenever we have people over, I make antipasto and a nice pasta dish from this place, and people think I can cook!",FALSE,"(none)"
